19032, 01SEP2012 00:00, 10
28571, 01JAN2012 00:00, 0
28571, 01FEB2012 00:00, 1
28571, 01MAR2012 00:00, 3
28571, 01APR2012 00:00, 4
28571, 01MAY2012 00:00, 7
28571, 01JUN2012 00:00, 9
28571, 01JUL2012 00:00, 11
28571, 01AUG2012 00:00, 13
28571, 01SEP2012 00:00, 15
85180, 01JAN2012 00:00, 0
85180, 01FEB2012 00:00, 3
85180, 01MAR2012 00:00, 4
85180, 01APR2012 00:00, 8
85180, 01MAY2012 00:00, 12
85180, 01JUN2012 00:00, 13
85180, 01JUL2012 00:00, 14
85180, 01AUG2012 00:00, 18
85180, 01SEP2012 00:00, 19
11380, 01JAN2012 00:00, 0
11380, 01FEB2012 00:00, 3
11380, 01MAR2012 00:00, 8
11380, 01APR2012 00:00, 9
11380, 01MAY2012 00:00, 13
11380, 01JUN2012 00:00, 17
11380, 01JUL2012 00:00, 20
11380, 01AUG2012 00:00, 20
11380, 01SEP2012 00:00, 20
63997, 01JAN2012 00:00, 0
63997, 01FEB2012 00:00, 4
63997, 01MAR2012 00:00, 6
63997, 01APR2012 00:00, 12
63997, 01MAY2012 00:00, 17
63997, 01JUN2012 00:00, 25
63997, 01JUL2012 00:00, 27
63997, 01AUG2012 00:00, 33
63997, 01SEP2012 00:00, 35
11598, 01JAN2012 00:00, 0
11598, 01FEB2012 00:00, 7
11598, 01MAR2012 00:00, 12
11598, 01APR2012 00:00, 16
11598, 01MAY2012 00:00, 19
11598, 01JUN2012 00:00, 27
11598, 01JUL2012 00:00, 27
11598, 01AUG2012 00:00, 30
11598, 01SEP2012 00:00, 35
68491, 01MAR2012 00:00, 0
68491, 01APR2012 00:00, 5
68491, 01MAY2012 00:00, 6
68491, 01JUN2012 00:00, 9
68491, 01JUL2012 00:00, 9
68491, 01AUG2012 00:00, 9
68491, 01SEP2012 00:00, 9
37185, 01JAN2012 00:00, 0
37185, 01FEB2012 00:00, 2
37185, 01MAR2012 00:00, 2
37185, 01APR2012 00:00, 2
37641, 01JAN2012 00:00, 0
37641, 01FEB2012 00:00, 5
37641, 01MAR2012 00:00, 9
37641, 01APR2012 00:00, 12
37641, 01MAY2012 00:00, 15
37641, 01JUN2012 00:00, 16
37641, 01JUL2012 00:00, 18
37641, 01AUG2012 00:00, 18
37641, 01SEP2012 00:00, 25
16177, 01JAN2012 00:00, 0
16177, 01FEB2012 00:00, 2
16177, 01MAR2012 00:00, 2
16177, 01APR2012 00:00, 5
16177, 01MAY2012 00:00, 9
16177, 01JUN2012 00:00, 10
16177, 01JUL2012 00:00, 10
16177, 01AUG2012 00:00, 10
16177, 01SEP2012 00:00, 12
65114, 01MAR2012 00:00, 0
65114, 01APR2012 00:00, 1
65114, 01MAY2012 00:00, 1
65114, 01JUN2012 00:00, 1
65114, 01JUL2012 00:00, 1
65114, 01AUG2012 00:00, 1
65114, 01SEP2012 00:00, 3
12279, 01JAN2012 00:00, 0
12279, 01FEB2012 00:00, 2
12279, 01MAR2012 00:00, 3
12279, 01APR2012 00:00, 8
12279, 01MAY2012 00:00, 8
12279, 01JUN2012 00:00, 10
12279, 01JUL2012 00:00, 11
12279, 01AUG2012 00:00, 12
12279, 01SEP2012 00:00, 12
37313, 01FEB2012 00:00, 0
37313, 01MAR2012 00:00, 2
37313, 01APR2012 00:00, 7
37313, 01MAY2012 00:00, 7
37313, 01JUN2012 00:00, 8
37313, 01JUL2012 00:00, 9
37313, 01AUG2012 00:00, 11
37313, 01SEP2012 00:00, 13
37217, 01FEB2012 00:00, 0
37217, 01MAR2012 00:00, 5
37217, 01APR2012 00:00, 7
37217, 01MAY2012 00:00, 11
37217, 01JUN2012 00:00, 11
37217, 01JUL2012 00:00, 11
37217, 01AUG2012 00:00, 13
37217, 01SEP2012 00:00, 15
85162, 01MAY2012 00:00, 0
85162, 01JUN2012 00:00, 4
85162, 01JUL2012 00:00, 4
85162, 01AUG2012 00:00, 4
85162, 01SEP2012 00:00, 4
37212, 01MAY2012 00:00, 0
37212, 01JUN2012 00:00, 1
37212, 01JUL2012 00:00, 2
37212, 01AUG2012 00:00, 2
37212, 01SEP2012 00:00, 2
37121, 01JAN2012 00:00, 0
37121, 01FEB2012 00:00, 3
37121, 01MAR2012 00:00, 9
37121, 01APR2012 00:00, 14
37121, 01MAY2012 00:00, 20
37121, 01JUN2012 00:00, 23
37121, 01JUL2012 00:00, 26
37121, 01AUG2012 00:00, 29
37121, 01SEP2012 00:00, 33
85167, 01JAN2012 00:00, 0
85167, 01FEB2012 00:00, 6
85167, 01MAR2012 00:00, 10
85167, 01APR2012 00:00, 11
85167, 01MAY2012 00:00, 12
85167, 01JUN2012 00:00, 15
85167, 01JUL2012 00:00, 15
85167, 01AUG2012 00:00, 16
85167, 01SEP2012 00:00, 16
21319, 01JAN2012 00:00, 0
21319, 01FEB2012 00:00, 2
21319, 01MAR2012 00:00, 3
21319, 01APR2012 00:00, 9
21319, 01MAY2012 00:00, 9
21319, 01JUN2012 00:00, 11
21319, 01JUL2012 00:00, 11
21319, 01AUG2012 00:00, 15
21319, 01SEP2012 00:00, 17
